"imo","MMSI","ais.type","call.Sign","flag","gross.tonnage","deadweight","length","width","image.src","ship.type","name"
"7928718",657942000,"Tanker","5NQQ4","Nigeria [NG]","1958","2541","80","88","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=441622&size=","Inland Tanker","LEADERSHIP"
"9340116",636013337,"Tanker","A8MG4","Liberia [LR]","24112","38396","183","27","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1990741&size=","Oil/Chemical Tanker","CHEM HELEN"
"9466996",636092368,"Cargo","D5BD3","Liberia [LR]","9611","12662","138","06","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=274100&size=","General Cargo","HHL AMAZON"
"9330563",240677000,"Tanker","SXUQ","Greece [GR]","158970","309000","333","60","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=452271&size=","Oil Products Tanker","MARAN CANOPUS"
"9043926",377615000,"Dive Vessel","J8B2939","St Vincent Grenadines","1340","1112","63","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1588390&size=","Pollution Control Vessel","MAMOLA RESPONDER"
"9574078",352732000,"Cargo","3FJL6","Panama [PA]","59447","18644","199","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=465241&size=","Ro-Ro Cargo","CALIFORNIA HIGHWAY"
"9640059",373534000,"Cargo","3FDB8","Panama [PA]","34794","61453","199","98","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=868554&size=","Bulk Carrier","SANTA URSULA"
"8311572",657293000,"Unspecified","5NIZ2..","Nigeria [NG]","719","916","55","4","http://www.marinetraffic.com/img/no_photo.png","Offshore Supply Ship","MORGAN"
"9224879",351111000,"Cargo","H9SQ","Panama [PA]","87497","171381","289","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=898741&size=","Bulk Carrier","CIC PRIDE"
"9637117",636015875,"Tanker","D5DG8","Liberia [LR]","29622","51565","183","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1175009&size=","Chemical Tanker","DORIC PIONEER"
"",224050350,"Sailing Vessel","EH2227","Spain [ES]","","","11","3","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","PUMA"
"",227281780,"Pleasure Craft","FAC3961","France [FR]","","","12","7","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","TIAMARAA"
"9158549",244455000,"Cargo","PENR","Netherlands [NL]","9298","11016","150","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=173130&size=","Reefer","BENGUELA STREAM"
"9395874",248582000,"Tanker - Hazard A (Major)","9HA2427","Malta [MT]","5581","7267","101","39","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=173189&size=","Oil/Chemical Tanker","ANUKET CORAL"
"7709605",356830000,"Gross Tonnage:","3FXO4","Panama [PA]","3570","3200","94","01","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=261459&size=","Suction Hopper Dredger","INTILAQ"
"9457892",247301100,"Tanker","ICOW","Italy [IT]","81449","158466","274","39","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=668487&size=","Tanker","MARE SICULUM"
"8501701",273133800,"Sailing Vessel","UFPV","Russia [RU]","2257","761","109","14","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=452221&size=","Sailing Vessel","MIR"
"9478913",356911000,"Cargo","3FAZ4","Panama [PA]","31228","55694","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=680802&size=","Bulk Carrier","NICHIRIN"
"9188829",353923000,"Cargo","H3HZ","Panama [PA]","33831","10834","164","28","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=87976&size=","Vehicles Carrier","MODERN LINK"
"8894500",224106130,"Fishing","EA2829","Spain [ES]","185","122","","1996","http://www.marinetraffic.com/img/no_photo.png","Fishing Vessel","NUEVO RAMSES"
"9506590",311000110,"Other","C6XT4","Bahamas [BS]","67825","75307","238","42","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1823018&size=","Drill Ship","TITANIUM EXPLORER"
"8127361",657107300,"Tug","5NYE","Nigeria [NG]","996","1200","62","79","http://www.marinetraffic.com/img/no_photo.png","Offshore Supply Ship","HENRY ALEX"
"8607218",277506000,"Fishing","LYAD","Lithuania [LT]","7765","3915","120","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=288362&size=","Factory Trawler","IEVA SIMONAITYTE"
"9149495",319478000,"Tanker - Hazard A (Major)","ZCSQ7","Cayman Is [KY]","14900","22198","163","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=21737&size=","Chemical Tanker","STOLT SEA"
"9633422",241275000,"Tanker","SVBV2","Greece [GR]","105773","90434","289","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2173963&size=","LNG Tanker","MARAN GAS APOLLONIA"
"9626431",566981000,"Cargo","9V7660","Singapore [SG]","29015","38887","222","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1464121&size=","Container Ship","KOTA GANDING"
"9410753",235073571,"Cargo - Hazard A (Major)","2CKM8","United Kingdom [GB]","131332","128550","363","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=265455&size=","Container Ship","CMA CGM CALLISTO"
"9228318",355439000,"Tanker","H3ME","Panama [PA]","20043","30364","174","38","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1654561&size=","Chemical Tanker","CHEMROAD MEGA"
"9048263",305892000,"Cargo","V2GC8","Antigua Barbuda [AG]","2462","3666","81","1","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=56548&size=","General Cargo","SVENDBORG"
"9343871",636013564,"Cargo","A8NV2","Liberia [LR]","49973","92567","229","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=600814&size=","Bulk Carrier","LOXANDRA"
"",635000420,"Passenger","FGE7012","Antarctica [AQ]","","","18","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=686584&size=","Passenger","SURFEUR1857"
"9398321",235070707,"Cargo","2BZH7","United Kingdom [GB]","61328","22160","199","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=88131&size=","Vehicles Carrier","TORINO"
"9401934",229725000,"Cargo","9HA3552","Malta [MT]","30488","50792","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=395892&size=","General Cargo","ST.ANDREW"
"9290282",354712000,"Cargo","3EAO2","Panama [PA]","90745","107366","334","43","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=136820&size=","Container Ship","MSC RACHELE"
"9235086",236111862,"Cargo","ZDNA2","Gibraltar [GI]","40306","52196","260","65","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1342577&size=","Container Ship","MARE CARIBICUM"
"9139309",245394000,"Cargo","PCBZ","Netherlands [NL]","10990","12950","138","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=996229&size=","Heavy Load Carrier","HAPPY ROVER"
"9501071",538004475,"Cargo","V7XG6","Marshall Is [MH]","92024","176006","291","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=862003&size=","Bulk Carrier","PELOPIDAS"
"9493585",477135500,"Cargo","VRJP6","Hong Kong [HK]","92050","176000","292","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1903140&size=","Bulk Carrier","YUAN FU STAR"
"9051674",370045000,"Pilot Vessel","HO5175","Panama [PA]","1175","1250","70","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=158873&size=","General Cargo","DONGHANG"
"9470155",636013145,"Other","A8KX3","Liberia [LR]","27438","","188","5","http://www.marinetraffic.com/img/no_photo.png","Floating Storage/Production","FPUALIMA KEEP 5NM"
"8909094",538002689,"Cargo - Hazard A (Major)","V7KW6","Marshall Is [MH]","15122","18235","166","67","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=555156&size=","Container Ship","ARCANGELO"
"9101637",215425000,"Cargo","9HOL7","Malta [MT]","26828","43683","190","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=8865&size=","Bulk Carrier","CAPTAINYANNIS L"
"9521435",210077000,"Tanker - Hazard D (Recognizable)","5BNV3","Cyprus [CY]","56320","104583","224","62","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1120930&size=","Tanker","ROSE"
"9375185",209398000,"Tug","C4QT2","Cyprus [CY]","454","285","31","11","http://www.marinetraffic.com/img/no_photo.png","Tug","SL TOUCAN"
"8321591",209618000,"Tug","5BVJ3","Cyprus [CY]","1987","2330","67","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=784340&size=","Tug/Supply Vessel","ARTEMIS"
"9624782",373353000,"Tanker","3FNI3","Panama [PA]","12226","21313","149","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1965525&size=","Chemical Tanker","CHEMSTAR JEWEL"
"9599080",352971000,"Cargo","3FJQ4","Panama [PA]","43022","82165","228","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1522855&size=","Bulk Carrier","BRIGHT PEGASUS"
"9230000",538005612,"Cargo","V7FL5","Marshall Is [MH]","22654","37058","199","89","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1348945&size=","Bulk Carrier","FEDERAL ELBE"
NA,244670666,"Cargo","PE9024","Netherlands [NL]","","","110","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1146624&size=","Inland, Motor Freighter","VERONIEKE"
"9343625",235103287,"Cargo","2HFS4","United Kingdom [GB]","20236","32311","170","28","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=53346&size=","General Cargo","HA LONG BAY"
"9533323",566350000,"Cargo","9V8351","Singapore [SG]","33044","56693","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=784920&size=","Bulk Carrier","MANDARIN NOBLE"
"9285524",226304000,"Unspecified","FNJQ","France [FR]","2161","3262","72","16","http://www.marinetraffic.com/img/no_photo.png","Fire Fighting Vessel","ANTENOR"
"",412440283,"Fishing","806","China [CN]","","","26","5","http://www.marinetraffic.com/img/no_photo.png","Fishing","FUYUANYU806"
"9263095",538003484,"Tanker","V7RD7","Marshall Is [MH]","11954","19997","147","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=190305&size=","Chemical Tanker","BUM SHIN"
"",204201240,"Fishing","CUTA2","Portugal [PT]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1802173&size=","Fishing","PESCATUM"
"",242554000,"Other","CNA2422","Morocco [MA]","","","36","6","http://www.marinetraffic.com/img/no_photo.png","Other","COSTA BLANCA"
"9353072",215983000,"Cargo","9HHK8","Malta [MT]","5684","6933","139","63","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=462486&size=","General Cargo","NAKHCHIVAN"
"9550448",371440000,"Cargo","3FOE3","Panama [PA]","17042","28398","169","37","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=318180&size=","Bulk Carrier","DIANA ISLAND"
"9574066",352718000,"Cargo","3EVW3","Panama [PA]","59447","18581","199","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=517070&size=","Ro-Ro Cargo","CANADIAN HIGHWAY"
"9287417",247116600,"Cargo","IBHA","Italy [IT]","38651","12420","176","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=229662&size=","Ro-Ro Cargo","GRANDE ANVERSA"
"9463449",246716000,"Cargo","PCCW","Netherlands [NL]","7196","10750","137","84","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=228215&size=","Cargo/Containership","EDENBORG"
"9050620",305685000,"Cargo","V2QP2","Antigua Barbuda [AG]","2400","3039","85","33","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=799898&size=","General Cargo","ARSLAN I"
"8222745",538001860,"Cargo","V7ET7","Marshall Is [MH]","15375","9410","160","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=247586&size=","Ro-Ro Cargo","MAESTRO OCEAN"
"9597915",577018000,"Sailing Vessel","YJSE6","Vanuatu [VU]","1678","1329","59","25","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=750876&size=","Multi Purpose Offshore Vessel","REECH TIDE"
"9156321",263500286,"Fishing","CUGT9","Portugal [PT]","112","62","19","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1295846&size=","Fishing Vessel","GARCIA MIGUEL"
"9488102",311024300,"Cargo","C6XW7","Bahamas [BS]","24055","38061","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=229836&size=","Bulk Carrier","WADOWICE II"
"9213557",477777000,"Cargo","VRWJ2","Hong Kong [HK]","38910","74293","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=247144&size=","Bulk Carrier","GREAT INTELLIGENCE"
"9282948",305903000,"Cargo","V2QM3","Antigua Barbuda [AG]","11349","18820","137","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=587451&size=","Bulk Carrier","STELLAR ATLANTIC"
"",227167910,"Sailing Vessel","-","France [FR]","","","13","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1107593&size=","Sailing Vessel","SKOL"
"",563014390,"Tug","9V8407","Singapore [SG]","","","25","8","http://www.marinetraffic.com/img/no_photo.png","Tug","CATHAY OFFSHORE 2"
"9506394",538005317,"Cargo","V7CT2","Marshall Is [MH]","26374","34002","208","85","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2105590&size=","Container Ship","BALEARES"
"9604110",566970000,"Cargo","9V9725","Singapore [SG]","98882","104216","335","46","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1334771&size=","Container Ship","EVER LEGION"
"9153795",636013281,"Cargo","A8LW3","Liberia [LR]","38440","74002","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=58438&size=","Bulk Carrier","OCEAN EMPEROR"
"9525314",566055000,"Cargo","9V9407","Singapore [SG]","50869","65458","249","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=685900&size=","Container Ship","MAERSK CAPE COAST"
"",224049950,"SAR","EA3364","Spain [ES]","","","21","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=860367&size=","SAR","SALVAMAR NUNKI"
"",657588000,"Passenger","5NSN7","Nigeria [NG]","","","30","2","http://www.marinetraffic.com/img/no_photo.png","Passenger","SURFER 2622"
"9407483",372011001,"Cargo","3EPO4","Panama [PA]","30816","55430","189","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=344761&size=","Bulk Carrier","ALSTER BAY"
"9471329",538005300,"Tanker","V7CP6","Marshall Is [MH]","42341","74158","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=509590&size=","Oil/Chemical Tanker","FLAGSHIP SAGE"
"9312315",636014425,"Cargo","A8TT6","Liberia [LR]","16960","28432","169","26","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=902744&size=","Bulk Carrier","THETIS"
"9478303",219148000,"Tanker","OXCZ2","Denmark [DK]","5706","7874","101","39","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1100128&size=","Oil/Chemical Tanker","ACK"
"",235077051,"Sailing Vessel","2CZK2","United Kingdom [GB]","","","18","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1054141&size=","Sailing Vessel","ON LIBERTY"
"",265636940,"Pleasure Craft","SD2260","Sweden [SE]","","","11","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=520469&size=","Pleasure Craft","LADYBIRD"
"9339624",309553000,"Tanker","C6WH4","Bahamas [BS]","22184","34671","171","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=501633&size=","Chemical Tanker","HANDYTANKERS GLORY"
"9622253",636092548,"Cargo - Hazard A (Major)","D5FJ2","Liberia [LR]","118938","124461","333","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1682312&size=","Container Ship","CAP SAN RAPHAEL"
"9321196",372796000,"Tanker","3EKQ9","Panama [PA]","40953","74998","228","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=394532&size=","Oil Products Tanker","FORTUNE VICTORIA"
"",235009907,"Pleasure Craft","VQP07","United Kingdom [GB]","","","13","4","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","RELENTLESS"
"9147605",244515000,"Reserved","PGFM","Netherlands [NL]","154","","22","65","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=236253&size=","Utility Vessel","NAOMI E"
"9423267",247256300,"Cargo","ICLO","Italy [IT]","51255","93271","229","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=643155&size=","Bulk Carrier","CHIARA DAMATO"
"",224280620,"Anti-Pollution","ECNC","Spain [ES]","","","19","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=764410&size=","Anti-Pollution","EL FARALLO DOS"
"5212581",269960000,"Sailing Vessel","HBJS","Switzerland [CH]","147","","46","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=45599&size=","Sailing Vessel","SALOMON"
"9594133",636014986,"Tanker","A8XW5","Liberia [LR]","81509","158640","274","39","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=718448&size=","Crude Oil Tanker","LENI P."
"9292735",224303000,"Other","ECHG","Spain [ES]","165","","35","2","http://www.marinetraffic.com/img/no_photo.png","Fishing Vessel","ZAHARA TRES"
"9123324",255805585,"Cargo","CQHJ","Portugal [PT]","4986","6506","116","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=54567&size=","Container Ship","BF PHILIPP"
"9513373",249801000,"Cargo","9HA2011","Malta [MT]","7988","12222","140","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2160117&size=","General Cargo","PUFFY"
"9318498",309285000,"Cargo","C6VT8","Bahamas [BS]","40986","12200","176","31","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=113323&size=","Vehicles Carrier","OPAL LEADER"
"9625932",356440000,"Cargo","3EYT6","Panama [PA]","62704","104229","253","54","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1371940&size=","Bulk Carrier","MSC MAGALI"
"",224002490,"Passenger","EA2439","Spain [ES]","","","32","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1039997&size=","Passenger","MAJORERO"
"9471238",538004099,"Cargo - Hazard A (Major)","V7VE3","Marshall Is [MH]","40542","50134","261","03","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=381965&size=","Container Ship","ZIM TEXAS"
"9448619",247303200,"Cargo","ICQC","Italy [IT]","47984","87334","229","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=722142&size=","Bulk Carrier","RBD ITALIA"
"9544372",538003719,"Cargo","V7ST7","Marshall Is [MH]","17018","28336","169","37","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=419280&size=","Bulk Carrier","NIKATOR"
"9263576",244063000,"Cargo","PBKR","Netherlands [NL]","2556","4775","89","13","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=187071&size=","General Cargo","LECKO"
"",242907000,"Unspecified","CNA2128","Morocco [MA]","","","41","9","http://www.marinetraffic.com/img/no_photo.png","Unspecified","CHARIF AL IDRISSI"
